"data_referencia","account","icp_score","tipo_lead","pais","leads","emails_unicos","mqls","sals","ultimo_horario_conversao","meta_leads_diaria","meta_mql_diaria","meta_sal_diaria","taxa_lead_mql_pct","taxa_mql_sal_pct","leads_mtd","mqls_mtd","leads_vs_meta_mtd_pct"
2018-11-01,Brasil,C,MQL,Unknown,2,2,0,0,13:02:59,50.1000000000000000,8.3333333333333333,4.3000000000000000,0.00000000000000000000,,8,0,0.04123711340206185567
2018-11-01,Brasil,C,MQL,Unknown,2,2,0,0,13:02:59,3.2666666666666667,0.60000000000000000000,0.16666666666666666667,0.00000000000000000000,,8,0,0.04123711340206185567
2018-11-01,Brasil,C,MQL,Unknown,2,2,0,0,13:02:59,113.6000000000000000,33.9333333333333333,12.5000000000000000,0.00000000000000000000,,8,0,0.04123711340206185567
2018-11-01,Brasil,C,MQL,Unknown,2,2,0,0,13:02:59,27.0333333333333333,1.0666666666666667,0.40000000000000000000,0.00000000000000000000,,8,0,0.04123711340206185567
2018-11-01,Brasil,D,MQL,BR,153,153,0,0,23:33:27,80.1666666666666667,1.0666666666666667,0.56666666666666666667,0.00000000000000000000,,612,0,1.9718612393942648
2018-11-01,Brasil,D,HR,BR,1,1,0,0,08:10:50,80.1666666666666667,1.0666666666666667,0.56666666666666666667,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-01,Brasil,D,MQL,Unknown,13,13,0,0,21:17:52,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.00000000000000000000,,52,0,0.16754376543872838576
2018-11-01,Brasil,D,MQL,Unknown,13,13,0,0,21:17:52,80.1666666666666667,1.0666666666666667,0.56666666666666666667,0.00000000000000000000,,52,0,0.16754376543872838576
2018-11-01,Brasil,D,MQL,Unknown,13,13,0,0,21:17:52,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.00000000000000000000,,52,0,0.16754376543872838576
2018-11-01,Brasil,D,MQL,Unknown,13,13,0,0,21:17:52,181.7333333333333333,4.2666666666666667,1.5666666666666667,0.00000000000000000000,,52,0,0.16754376543872838576
2018-11-01,Brasil,D,MQL,BR,153,153,0,0,23:33:27,181.7333333333333333,4.2666666666666667,1.5666666666666667,0.00000000000000000000,,612,0,1.9718612393942648
2018-11-01,Brasil,D,MQL,BR,153,153,0,0,23:33:27,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.00000000000000000000,,612,0,1.9718612393942648
2018-11-01,Brasil,D,MQL,BR,153,153,0,0,23:33:27,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.00000000000000000000,,612,0,1.9718612393942648
2018-11-01,Brasil,D,HR,BR,1,1,0,0,08:10:50,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-01,Brasil,D,HR,BR,1,1,0,0,08:10:50,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-01,Brasil,D,HR,BR,1,1,0,0,08:10:50,181.7333333333333333,4.2666666666666667,1.5666666666666667,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-01,Brasil,D,MQL,FR,1,1,0,0,09:14:30,181.7333333333333333,4.2666666666666667,1.5666666666666667,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-01,Brasil,D,MQL,FR,1,1,0,0,09:14:30,80.1666666666666667,1.0666666666666667,0.56666666666666666667,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-01,Brasil,D,MQL,FR,1,1,0,0,09:14:30,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-01,Brasil,D,MQL,FR,1,1,0,0,09:14:30,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-01,Brasil,D,MQL,JP,1,1,0,0,05:18:46,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-01,Brasil,D,MQL,JP,1,1,0,0,05:18:46,80.1666666666666667,1.0666666666666667,0.56666666666666666667,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-01,Brasil,D,MQL,JP,1,1,0,0,05:18:46,181.7333333333333333,4.2666666666666667,1.5666666666666667,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-01,Brasil,D,MQL,JP,1,1,0,0,05:18:46,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-01,Brasil,D,MQL,MX,1,1,1,1,04:14:35,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,1.00000000000000000000,1.00000000000000000000,4,4,0.01288798195682526044
2018-11-01,Brasil,D,MQL,MX,1,1,1,1,04:14:35,181.7333333333333333,4.2666666666666667,1.5666666666666667,1.00000000000000000000,1.00000000000000000000,4,4,0.01288798195682526044
2018-11-01,Brasil,D,MQL,MX,1,1,1,1,04:14:35,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,1.00000000000000000000,1.00000000000000000000,4,4,0.01288798195682526044
2018-11-01,Brasil,D,MQL,MX,1,1,1,1,04:14:35,80.1666666666666667,1.0666666666666667,0.56666666666666666667,1.00000000000000000000,1.00000000000000000000,4,4,0.01288798195682526044
2018-11-01,Brasil,D,MQL,MZ,1,1,0,0,13:36:56,80.1666666666666667,1.0666666666666667,0.56666666666666666667,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-01,Brasil,D,MQL,MZ,1,1,0,0,13:36:56,181.7333333333333333,4.2666666666666667,1.5666666666666667,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-01,Brasil,D,MQL,MZ,1,1,0,0,13:36:56,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-01,Brasil,D,MQL,MZ,1,1,0,0,13:36:56,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-01,Brasil,D,MQL,NL,1,1,0,0,09:12:59,80.1666666666666667,1.0666666666666667,0.56666666666666666667,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-01,Brasil,D,MQL,NL,1,1,0,0,09:12:59,181.7333333333333333,4.2666666666666667,1.5666666666666667,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-01,Brasil,D,MQL,NL,1,1,0,0,09:12:59,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-01,Brasil,D,MQL,NL,1,1,0,0,09:12:59,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-01,Brasil,D,MQL,NZ,1,1,0,0,03:38:16,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-01,Brasil,D,MQL,NZ,1,1,0,0,03:38:16,80.1666666666666667,1.0666666666666667,0.56666666666666666667,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-01,Brasil,D,MQL,NZ,1,1,0,0,03:38:16,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-01,Brasil,D,MQL,NZ,1,1,0,0,03:38:16,181.7333333333333333,4.2666666666666667,1.5666666666666667,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-01,Brasil,D,MQL,PT,2,2,0,0,12:25:53,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.00000000000000000000,,8,0,0.02577596391365052089
2018-11-01,Brasil,D,MQL,PT,2,2,0,0,12:25:53,80.1666666666666667,1.0666666666666667,0.56666666666666666667,0.00000000000000000000,,8,0,0.02577596391365052089
2018-11-01,Brasil,D,MQL,PT,2,2,0,0,12:25:53,181.7333333333333333,4.2666666666666667,1.5666666666666667,0.00000000000000000000,,8,0,0.02577596391365052089
2018-11-01,Brasil,D,MQL,PT,2,2,0,0,12:25:53,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.00000000000000000000,,8,0,0.02577596391365052089
2018-11-01,Latam,A,MQL,CO,1,1,0,0,19:48:20,16.2333333333333333,0.66666666666666666667,0.26666666666666666667,0.00000000000000000000,,4,0,0.03435442313197824218
2018-11-01,Latam,A,MQL,CO,1,1,0,0,19:48:20,1.9666666666666667,0.36666666666666666667,0.10000000000000000000,0.00000000000000000000,,4,0,0.03435442313197824218
2018-11-01,Latam,A,MQL,CO,1,1,0,0,19:48:20,68.1666666666666667,21.2000000000000000,7.8000000000000000,0.00000000000000000000,,4,0,0.03435442313197824218
2018-11-01,Latam,A,MQL,US,1,1,0,0,11:34:20,30.0666666666666667,5.2333333333333333,2.7000000000000000,0.00000000000000000000,,4,0,0.03435442313197824218
2018-11-01,Latam,A,MQL,US,1,1,0,0,11:34:20,16.2333333333333333,0.66666666666666666667,0.26666666666666666667,0.00000000000000000000,,4,0,0.03435442313197824218
2018-11-01,Latam,A,MQL,US,1,1,0,0,11:34:20,1.9666666666666667,0.36666666666666666667,0.10000000000000000000,0.00000000000000000000,,4,0,0.03435442313197824218
2018-11-01,Latam,A,MQL,US,1,1,0,0,11:34:20,68.1666666666666667,21.2000000000000000,7.8000000000000000,0.00000000000000000000,,4,0,0.03435442313197824218
2018-11-01,Latam,A,MQL,CO,1,1,0,0,19:48:20,30.0666666666666667,5.2333333333333333,2.7000000000000000,0.00000000000000000000,,4,0,0.03435442313197824218
2018-11-01,Latam,B,MQL,CO,4,4,0,0,22:15:37,21.6333333333333333,0.80000000000000000000,0.30000000000000000000,0.00000000000000000000,,16,0,0.10309278350515463918
2018-11-01,Latam,B,MQL,Unknown,1,1,0,0,11:09:53,2.6000000000000000,0.43333333333333333333,0.13333333333333333333,0.00000000000000000000,,4,0,0.02577319587628865979
2018-11-01,Latam,B,MQL,MX,2,2,1,0,15:53:30,2.6000000000000000,0.43333333333333333333,0.13333333333333333333,0.50000000000000000000,0.00000000000000000000,8,4,0.05154639175257731959
2018-11-01,Latam,B,MQL,Unknown,1,1,0,0,11:09:53,21.6333333333333333,0.80000000000000000000,0.30000000000000000000,0.00000000000000000000,,4,0,0.02577319587628865979
2018-11-01,Latam,B,MQL,MX,2,2,1,0,15:53:30,90.8666666666666667,25.4333333333333333,9.3666666666666667,0.50000000000000000000,0.00000000000000000000,8,4,0.05154639175257731959
2018-11-01,Latam,B,MQL,CO,4,4,0,0,22:15:37,2.6000000000000000,0.43333333333333333333,0.13333333333333333333,0.00000000000000000000,,16,0,0.10309278350515463918
2018-11-01,Latam,B,MQL,CO,4,4,0,0,22:15:37,90.8666666666666667,25.4333333333333333,9.3666666666666667,0.00000000000000000000,,16,0,0.10309278350515463918
2018-11-01,Latam,B,MQL,CO,4,4,0,0,22:15:37,40.1000000000000000,6.2666666666666667,3.2333333333333333,0.00000000000000000000,,16,0,0.10309278350515463918
2018-11-01,Latam,B,MQL,Unknown,1,1,0,0,11:09:53,90.8666666666666667,25.4333333333333333,9.3666666666666667,0.00000000000000000000,,4,0,0.02577319587628865979
2018-11-01,Latam,B,MQL,Unknown,1,1,0,0,11:09:53,40.1000000000000000,6.2666666666666667,3.2333333333333333,0.00000000000000000000,,4,0,0.02577319587628865979
2018-11-01,Latam,B,MQL,MX,2,2,1,0,15:53:30,40.1000000000000000,6.2666666666666667,3.2333333333333333,0.50000000000000000000,0.00000000000000000000,8,4,0.05154639175257731959
2018-11-01,Latam,B,MQL,MX,2,2,1,0,15:53:30,21.6333333333333333,0.80000000000000000000,0.30000000000000000000,0.50000000000000000000,0.00000000000000000000,8,4,0.05154639175257731959
2018-11-01,Latam,C,MQL,CO,1,1,1,1,18:00:40,27.0333333333333333,1.0666666666666667,0.40000000000000000000,1.00000000000000000000,1.00000000000000000000,4,4,0.02061855670103092784
2018-11-01,Latam,C,MQL,CO,1,1,1,1,18:00:40,3.2666666666666667,0.60000000000000000000,0.16666666666666666667,1.00000000000000000000,1.00000000000000000000,4,4,0.02061855670103092784
2018-11-01,Latam,C,MQL,CO,1,1,1,1,18:00:40,50.1000000000000000,8.3333333333333333,4.3000000000000000,1.00000000000000000000,1.00000000000000000000,4,4,0.02061855670103092784
2018-11-01,Latam,C,MQL,CO,1,1,1,1,18:00:40,113.6000000000000000,33.9333333333333333,12.5000000000000000,1.00000000000000000000,1.00000000000000000000,4,4,0.02061855670103092784
2018-11-01,Latam,D,MQL,Unknown,1,1,0,0,14:48:23,181.7333333333333333,4.2666666666666667,1.5666666666666667,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-01,Latam,D,MQL,ES,2,2,0,0,13:20:02,80.1666666666666667,1.0666666666666667,0.56666666666666666667,0.00000000000000000000,,8,0,0.02577596391365052089
2018-11-01,Latam,D,MQL,ES,2,2,0,0,13:20:02,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.00000000000000000000,,8,0,0.02577596391365052089
2018-11-01,Latam,D,MQL,Unknown,1,1,0,0,14:48:23,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-01,Latam,D,MQL,CO,12,12,0,0,21:04:17,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.00000000000000000000,,48,0,0.15465578348190312532
2018-11-01,Latam,D,MQL,BR,1,1,0,0,07:08:13,80.1666666666666667,1.0666666666666667,0.56666666666666666667,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-01,Latam,D,MQL,ES,2,2,0,0,13:20:02,181.7333333333333333,4.2666666666666667,1.5666666666666667,0.00000000000000000000,,8,0,0.02577596391365052089
2018-11-01,Latam,D,MQL,ES,2,2,0,0,13:20:02,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.00000000000000000000,,8,0,0.02577596391365052089
2018-11-01,Latam,D,MQL,AR,4,4,0,0,07:23:51,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.00000000000000000000,,16,0,0.05155192782730104177
2018-11-01,Latam,D,MQL,AR,4,4,0,0,07:23:51,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.00000000000000000000,,16,0,0.05155192782730104177
2018-11-01,Latam,D,MQL,MX,7,7,0,0,19:58:03,181.7333333333333333,4.2666666666666667,1.5666666666666667,0.00000000000000000000,,28,0,0.09021587369777682310
2018-11-01,Latam,D,MQL,MX,7,7,0,0,19:58:03,80.1666666666666667,1.0666666666666667,0.56666666666666666667,0.00000000000000000000,,28,0,0.09021587369777682310
2018-11-01,Latam,D,MQL,CO,12,12,0,0,21:04:17,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.00000000000000000000,,48,0,0.15465578348190312532
2018-11-01,Latam,D,MQL,CO,12,12,0,0,21:04:17,80.1666666666666667,1.0666666666666667,0.56666666666666666667,0.00000000000000000000,,48,0,0.15465578348190312532
2018-11-01,Latam,D,MQL,MX,7,7,0,0,19:58:03,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.00000000000000000000,,28,0,0.09021587369777682310
2018-11-01,Latam,D,MQL,MX,7,7,0,0,19:58:03,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.00000000000000000000,,28,0,0.09021587369777682310
2018-11-01,Latam,D,MQL,BR,1,1,0,0,07:08:13,181.7333333333333333,4.2666666666666667,1.5666666666666667,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-01,Latam,D,MQL,Unknown,1,1,0,0,14:48:23,80.1666666666666667,1.0666666666666667,0.56666666666666666667,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-01,Latam,D,MQL,CO,12,12,0,0,21:04:17,181.7333333333333333,4.2666666666666667,1.5666666666666667,0.00000000000000000000,,48,0,0.15465578348190312532
2018-11-01,Latam,D,MQL,BR,1,1,0,0,07:08:13,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-01,Latam,D,MQL,BR,1,1,0,0,07:08:13,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-01,Latam,D,MQL,VE,1,1,0,0,21:23:37,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-01,Latam,D,MQL,VE,1,1,0,0,21:23:37,80.1666666666666667,1.0666666666666667,0.56666666666666666667,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-01,Latam,D,MQL,VE,1,1,0,0,21:23:37,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-01,Latam,D,MQL,AR,4,4,0,0,07:23:51,181.7333333333333333,4.2666666666666667,1.5666666666666667,0.00000000000000000000,,16,0,0.05155192782730104177
2018-11-01,Latam,D,MQL,AR,4,4,0,0,07:23:51,80.1666666666666667,1.0666666666666667,0.56666666666666666667,0.00000000000000000000,,16,0,0.05155192782730104177
2018-11-01,Latam,D,MQL,VE,1,1,0,0,21:23:37,181.7333333333333333,4.2666666666666667,1.5666666666666667,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-01,Latam,D,MQL,Unknown,1,1,0,0,14:48:23,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-01,Partners,A,MQL,BR,35,35,1,0,18:15:16,68.1666666666666667,21.2000000000000000,7.8000000000000000,0.02857142857142857143,0.00000000000000000000,140,4,1.2024048096192385
2018-11-01,Partners,A,MQL,BR,35,35,1,0,18:15:16,16.2333333333333333,0.66666666666666666667,0.26666666666666666667,0.02857142857142857143,0.00000000000000000000,140,4,1.2024048096192385
2018-11-01,Partners,A,MQL,BR,35,35,1,0,18:15:16,1.9666666666666667,0.36666666666666666667,0.10000000000000000000,0.02857142857142857143,0.00000000000000000000,140,4,1.2024048096192385
2018-11-01,Partners,A,MQL,BR,35,35,1,0,18:15:16,30.0666666666666667,5.2333333333333333,2.7000000000000000,0.02857142857142857143,0.00000000000000000000,140,4,1.2024048096192385
2018-11-01,Partners,A,MQL,Unknown,10,10,0,0,19:46:55,16.2333333333333333,0.66666666666666666667,0.26666666666666666667,0.00000000000000000000,,40,0,0.34354423131978242179
2018-11-01,Partners,A,MQL,Unknown,10,10,0,0,19:46:55,30.0666666666666667,5.2333333333333333,2.7000000000000000,0.00000000000000000000,,40,0,0.34354423131978242179
2018-11-01,Partners,A,MQL,Unknown,10,10,0,0,19:46:55,1.9666666666666667,0.36666666666666666667,0.10000000000000000000,0.00000000000000000000,,40,0,0.34354423131978242179
2018-11-01,Partners,A,MQL,Unknown,10,10,0,0,19:46:55,68.1666666666666667,21.2000000000000000,7.8000000000000000,0.00000000000000000000,,40,0,0.34354423131978242179
2018-11-01,Partners,B,MQL,Unknown,25,25,0,0,17:25:38,90.8666666666666667,25.4333333333333333,9.3666666666666667,0.00000000000000000000,,100,0,0.64432989690721649485
2018-11-01,Partners,B,MQL,BR,77,77,0,0,22:02:14,2.6000000000000000,0.43333333333333333333,0.13333333333333333333,0.00000000000000000000,,308,0,1.9845360824742268
2018-11-01,Partners,B,MQL,BR,77,77,0,0,22:02:14,21.6333333333333333,0.80000000000000000000,0.30000000000000000000,0.00000000000000000000,,308,0,1.9845360824742268
2018-11-01,Partners,B,MQL,BR,77,77,0,0,22:02:14,40.1000000000000000,6.2666666666666667,3.2333333333333333,0.00000000000000000000,,308,0,1.9845360824742268
2018-11-01,Partners,B,MQL,BR,77,77,0,0,22:02:14,90.8666666666666667,25.4333333333333333,9.3666666666666667,0.00000000000000000000,,308,0,1.9845360824742268
