"data_referencia","account","icp_score","tipo_lead","pais","leads","emails_unicos","mqls","sals","ultimo_horario_conversao","meta_leads_diaria","meta_mql_diaria","meta_sal_diaria","taxa_lead_mql_pct","taxa_mql_sal_pct","leads_mtd","mqls_mtd","leads_vs_meta_mtd_pct"
2018-11-14,Latam,D,MQL,PY,1,1,0,0,13:52:25,181.7333333333333333,4.2666666666666667,1.5666666666666667,0.00000000000000000000,,8,0,0.01288798195682526044
2018-11-14,Latam,D,MQL,UY,1,1,0,0,16:04:48,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.00000000000000000000,,8,0,0.01288798195682526044
2018-11-14,Latam,D,MQL,UY,1,1,0,0,16:04:48,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.00000000000000000000,,8,0,0.01288798195682526044
2018-11-14,Latam,D,MQL,AR,14,14,2,1,16:02:57,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.14285714285714285714,0.50000000000000000000,512,8,0.11783297789097380977
2018-11-14,Latam,D,MQL,AR,14,14,2,1,16:02:57,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.14285714285714285714,0.50000000000000000000,512,8,0.11783297789097380977
2018-11-14,Latam,D,MQL,AR,14,14,2,1,16:02:57,80.1666666666666667,1.0666666666666667,0.56666666666666666667,0.14285714285714285714,0.50000000000000000000,512,8,0.11783297789097380977
2018-11-14,Latam,D,MQL,AR,14,14,2,1,16:02:57,181.7333333333333333,4.2666666666666667,1.5666666666666667,0.14285714285714285714,0.50000000000000000000,512,8,0.11783297789097380977
2018-11-14,Latam,D,MQL,ES,3,3,0,0,13:57:52,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.00000000000000000000,,148,0,0.04335048476386678513
2018-11-14,Latam,D,MQL,ES,3,3,0,0,13:57:52,181.7333333333333333,4.2666666666666667,1.5666666666666667,0.00000000000000000000,,148,0,0.04335048476386678513
2018-11-14,Latam,D,MQL,ES,3,3,0,0,13:57:52,80.1666666666666667,1.0666666666666667,0.56666666666666666667,0.00000000000000000000,,148,0,0.04335048476386678513
2018-11-14,Latam,D,MQL,PY,1,1,0,0,13:52:25,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.00000000000000000000,,8,0,0.01288798195682526044
2018-11-14,Latam,D,MQL,PY,1,1,0,0,13:52:25,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.00000000000000000000,,8,0,0.01288798195682526044
2018-11-14,Latam,D,MQL,PY,1,1,0,0,13:52:25,80.1666666666666667,1.0666666666666667,0.56666666666666666667,0.00000000000000000000,,8,0,0.01288798195682526044
2018-11-14,Latam,D,MQL,VE,3,3,0,0,19:55:33,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.00000000000000000000,,76,0,0.03060895714745999355
2018-11-14,Latam,D,MQL,CO,18,18,0,0,23:37:53,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.00000000000000000000,,952,40,0.21909569326602942754
2018-11-14,Latam,D,MQL,CO,18,18,0,0,23:37:53,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.00000000000000000000,,952,40,0.21909569326602942754
2018-11-14,Latam,D,MQL,VE,3,3,0,0,19:55:33,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.00000000000000000000,,76,0,0.03060895714745999355
2018-11-14,Latam,D,MQL,VE,3,3,0,0,19:55:33,181.7333333333333333,4.2666666666666667,1.5666666666666667,0.00000000000000000000,,76,0,0.03060895714745999355
2018-11-14,Latam,D,MQL,PE,1,1,0,0,23:34:39,181.7333333333333333,4.2666666666666667,1.5666666666666667,0.00000000000000000000,,56,4,0.03007195789925894103
2018-11-14,Latam,D,MQL,PE,1,1,0,0,23:34:39,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.00000000000000000000,,56,4,0.03007195789925894103
2018-11-14,Latam,D,MQL,PE,1,1,0,0,23:34:39,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.00000000000000000000,,56,4,0.03007195789925894103
2018-11-14,Latam,D,MQL,PE,1,1,0,0,23:34:39,80.1666666666666667,1.0666666666666667,0.56666666666666666667,0.00000000000000000000,,56,4,0.03007195789925894103
2018-11-14,Latam,D,MQL,CL,3,3,1,1,14:42:04,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.33333333333333333333,1.00000000000000000000,60,8,0.02416496616904736333
2018-11-14,Latam,D,MQL,CL,3,3,1,1,14:42:04,80.1666666666666667,1.0666666666666667,0.56666666666666666667,0.33333333333333333333,1.00000000000000000000,60,8,0.02416496616904736333
2018-11-14,Latam,D,MQL,CO,18,18,0,0,23:37:53,80.1666666666666667,1.0666666666666667,0.56666666666666666667,0.00000000000000000000,,952,40,0.21909569326602942754
2018-11-14,Latam,D,MQL,MX,23,23,1,0,18:30:13,80.1666666666666667,1.0666666666666667,0.56666666666666666667,0.04347826086956521739,0.00000000000000000000,1032,36,0.25577687268160901495
2018-11-14,Latam,D,MQL,MX,23,23,1,0,18:30:13,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.04347826086956521739,0.00000000000000000000,1032,36,0.25577687268160901495
2018-11-14,Latam,D,MQL,MX,23,23,1,0,18:30:13,181.7333333333333333,4.2666666666666667,1.5666666666666667,0.04347826086956521739,0.00000000000000000000,1032,36,0.25577687268160901495
2018-11-14,Latam,D,MQL,MX,23,23,1,0,18:30:13,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.04347826086956521739,0.00000000000000000000,1032,36,0.25577687268160901495
2018-11-14,Latam,D,MQL,CO,18,18,0,0,23:37:53,181.7333333333333333,4.2666666666666667,1.5666666666666667,0.00000000000000000000,,952,40,0.21909569326602942754
2018-11-14,Latam,D,MQL,Unknown,13,13,0,0,20:21:33,80.1666666666666667,1.0666666666666667,0.56666666666666666667,0.00000000000000000000,,676,0,0.24200766118927433499
2018-11-14,Latam,D,MQL,Unknown,13,13,0,0,20:21:33,181.7333333333333333,4.2666666666666667,1.5666666666666667,0.00000000000000000000,,676,0,0.24200766118927433499
2018-11-14,Latam,D,MQL,Unknown,13,13,0,0,20:21:33,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.00000000000000000000,,676,0,0.24200766118927433499
2018-11-14,Latam,D,MQL,Unknown,13,13,0,0,20:21:33,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.00000000000000000000,,676,0,0.24200766118927433499
2018-11-14,Latam,D,MQL,ES,3,3,0,0,13:57:52,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.00000000000000000000,,148,0,0.04335048476386678513
2018-11-14,Latam,D,MQL,CL,3,3,1,1,14:42:04,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.33333333333333333333,1.00000000000000000000,60,8,0.02416496616904736333
2018-11-14,Latam,D,MQL,CL,3,3,1,1,14:42:04,181.7333333333333333,4.2666666666666667,1.5666666666666667,0.33333333333333333333,1.00000000000000000000,60,8,0.02416496616904736333
2018-11-14,Latam,D,MQL,PA,2,2,0,0,15:49:46,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.00000000000000000000,,16,0,0.01718397594243368059
2018-11-14,Latam,D,MQL,PA,2,2,0,0,15:49:46,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.00000000000000000000,,16,0,0.01718397594243368059
2018-11-14,Latam,D,MQL,PA,2,2,0,0,15:49:46,80.1666666666666667,1.0666666666666667,0.56666666666666666667,0.00000000000000000000,,16,0,0.01718397594243368059
2018-11-14,Latam,D,MQL,PA,2,2,0,0,15:49:46,181.7333333333333333,4.2666666666666667,1.5666666666666667,0.00000000000000000000,,16,0,0.01718397594243368059
2018-11-14,Partners,A,MQL,BR,5,5,0,0,14:34:57,16.2333333333333333,0.66666666666666666667,0.26666666666666666667,0.00000000000000000000,,312,4,0.26796450042943028900
2018-11-14,Partners,A,MQL,BR,5,5,0,0,14:34:57,68.1666666666666667,21.2000000000000000,7.8000000000000000,0.00000000000000000000,,312,4,0.26796450042943028900
2018-11-14,Partners,A,MQL,BR,5,5,0,0,14:34:57,30.0666666666666667,5.2333333333333333,2.7000000000000000,0.00000000000000000000,,312,4,0.26796450042943028900
2018-11-14,Partners,A,MQL,BR,5,5,0,0,14:34:57,1.9666666666666667,0.36666666666666666667,0.10000000000000000000,0.00000000000000000000,,312,4,0.26796450042943028900
2018-11-14,Partners,B,MQL,Unknown,1,1,0,0,11:36:24,2.6000000000000000,0.43333333333333333333,0.13333333333333333333,0.00000000000000000000,,184,0,0.13172966781214203895
2018-11-14,Partners,B,MQL,Unknown,1,1,0,0,11:36:24,40.1000000000000000,6.2666666666666667,3.2333333333333333,0.00000000000000000000,,184,0,0.13172966781214203895
2018-11-14,Partners,B,MQL,BR,16,16,2,2,20:53:48,21.6333333333333333,0.80000000000000000000,0.30000000000000000000,0.12500000000000000000,1.00000000000000000000,712,16,0.32768777614138438881
2018-11-14,Partners,B,MQL,BR,16,16,2,2,20:53:48,40.1000000000000000,6.2666666666666667,3.2333333333333333,0.12500000000000000000,1.00000000000000000000,712,16,0.32768777614138438881
2018-11-14,Partners,B,MQL,CO,1,1,0,0,15:26:05,90.8666666666666667,25.4333333333333333,9.3666666666666667,0.00000000000000000000,,4,0,0.02577319587628865979
2018-11-14,Partners,B,MQL,CO,1,1,0,0,15:26:05,40.1000000000000000,6.2666666666666667,3.2333333333333333,0.00000000000000000000,,4,0,0.02577319587628865979
2018-11-14,Partners,B,MQL,Unknown,1,1,0,0,11:36:24,21.6333333333333333,0.80000000000000000000,0.30000000000000000000,0.00000000000000000000,,184,0,0.13172966781214203895
2018-11-14,Partners,B,MQL,Unknown,1,1,0,0,11:36:24,90.8666666666666667,25.4333333333333333,9.3666666666666667,0.00000000000000000000,,184,0,0.13172966781214203895
2018-11-14,Partners,B,MQL,BR,16,16,2,2,20:53:48,2.6000000000000000,0.43333333333333333333,0.13333333333333333333,0.12500000000000000000,1.00000000000000000000,712,16,0.32768777614138438881
2018-11-14,Partners,B,MQL,BR,16,16,2,2,20:53:48,90.8666666666666667,25.4333333333333333,9.3666666666666667,0.12500000000000000000,1.00000000000000000000,712,16,0.32768777614138438881
2018-11-14,Partners,B,MQL,CO,1,1,0,0,15:26:05,21.6333333333333333,0.80000000000000000000,0.30000000000000000000,0.00000000000000000000,,4,0,0.02577319587628865979
2018-11-14,Partners,B,MQL,CO,1,1,0,0,15:26:05,2.6000000000000000,0.43333333333333333333,0.13333333333333333333,0.00000000000000000000,,4,0,0.02577319587628865979
2018-11-14,Partners,C,MQL,BR,9,9,0,0,19:20:49,3.2666666666666667,0.60000000000000000000,0.16666666666666666667,0.00000000000000000000,,512,0,0.20301348136399682791
2018-11-14,Partners,C,MQL,BR,9,9,0,0,19:20:49,50.1000000000000000,8.3333333333333333,4.3000000000000000,0.00000000000000000000,,512,0,0.20301348136399682791
2018-11-14,Partners,C,MQL,BR,9,9,0,0,19:20:49,113.6000000000000000,33.9333333333333333,12.5000000000000000,0.00000000000000000000,,512,0,0.20301348136399682791
2018-11-14,Partners,C,MQL,BR,9,9,0,0,19:20:49,27.0333333333333333,1.0666666666666667,0.40000000000000000000,0.00000000000000000000,,512,0,0.20301348136399682791
2018-11-14,Partners,D,MQL,BR,20,20,0,0,20:17:51,80.1666666666666667,1.0666666666666667,0.56666666666666666667,0.00000000000000000000,,1320,4,0.30378814612516685331
2018-11-14,Partners,D,MQL,Unknown,3,3,0,0,12:03:55,80.1666666666666667,1.0666666666666667,0.56666666666666666667,0.00000000000000000000,,208,0,0.08377188271936419288
2018-11-14,Partners,D,MQL,Unknown,3,3,0,0,12:03:55,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.00000000000000000000,,208,0,0.08377188271936419288
2018-11-14,Partners,D,HR,BR,1,1,0,0,20:29:10,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.00000000000000000000,,12,4,0.01288798195682526044
2018-11-14,Partners,D,HR,BR,1,1,0,0,20:29:10,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.00000000000000000000,,12,4,0.01288798195682526044
2018-11-14,Partners,D,HR,BR,1,1,0,0,20:29:10,80.1666666666666667,1.0666666666666667,0.56666666666666666667,0.00000000000000000000,,12,4,0.01288798195682526044
2018-11-14,Partners,D,HR,BR,1,1,0,0,20:29:10,181.7333333333333333,4.2666666666666667,1.5666666666666667,0.00000000000000000000,,12,4,0.01288798195682526044
2018-11-14,Partners,D,MQL,BR,20,20,0,0,20:17:51,181.7333333333333333,4.2666666666666667,1.5666666666666667,0.00000000000000000000,,1320,4,0.30378814612516685331
2018-11-14,Partners,D,MQL,BR,20,20,0,0,20:17:51,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.00000000000000000000,,1320,4,0.30378814612516685331
2018-11-14,Partners,D,MQL,BR,20,20,0,0,20:17:51,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.00000000000000000000,,1320,4,0.30378814612516685331
2018-11-14,Partners,D,MQL,MZ,1,1,0,0,04:37:22,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-14,Partners,D,MQL,MZ,1,1,0,0,04:37:22,181.7333333333333333,4.2666666666666667,1.5666666666666667,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-14,Partners,D,MQL,MZ,1,1,0,0,04:37:22,80.1666666666666667,1.0666666666666667,0.56666666666666666667,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-14,Partners,D,MQL,MZ,1,1,0,0,04:37:22,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-14,Partners,D,MQL,Unknown,3,3,0,0,12:03:55,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.00000000000000000000,,208,0,0.08377188271936419288
2018-11-14,Partners,D,MQL,Unknown,3,3,0,0,12:03:55,181.7333333333333333,4.2666666666666667,1.5666666666666667,0.00000000000000000000,,208,0,0.08377188271936419288
2018-11-14,Portugal,B,MQL,Unknown,2,2,0,0,14:26:01,90.8666666666666667,25.4333333333333333,9.3666666666666667,0.00000000000000000000,,8,0,0.05154639175257731959
2018-11-14,Portugal,B,MQL,Unknown,2,2,0,0,14:26:01,2.6000000000000000,0.43333333333333333333,0.13333333333333333333,0.00000000000000000000,,8,0,0.05154639175257731959
2018-11-14,Portugal,B,MQL,Unknown,2,2,0,0,14:26:01,21.6333333333333333,0.80000000000000000000,0.30000000000000000000,0.00000000000000000000,,8,0,0.05154639175257731959
2018-11-14,Portugal,B,MQL,Unknown,2,2,0,0,14:26:01,40.1000000000000000,6.2666666666666667,3.2333333333333333,0.00000000000000000000,,8,0,0.05154639175257731959
2018-11-14,Portugal,C,MQL,Unknown,2,2,0,0,09:42:58,3.2666666666666667,0.60000000000000000000,0.16666666666666666667,0.00000000000000000000,,20,0,0.03436426116838487973
2018-11-14,Portugal,C,MQL,Unknown,2,2,0,0,09:42:58,113.6000000000000000,33.9333333333333333,12.5000000000000000,0.00000000000000000000,,20,0,0.03436426116838487973
2018-11-14,Portugal,C,MQL,Unknown,2,2,0,0,09:42:58,50.1000000000000000,8.3333333333333333,4.3000000000000000,0.00000000000000000000,,20,0,0.03436426116838487973
2018-11-14,Portugal,C,MQL,Unknown,2,2,0,0,09:42:58,27.0333333333333333,1.0666666666666667,0.40000000000000000000,0.00000000000000000000,,20,0,0.03436426116838487973
2018-11-14,Portugal,D,MQL,PT,1,1,0,0,04:21:13,80.1666666666666667,1.0666666666666667,0.56666666666666666667,0.00000000000000000000,,60,0,0.04832993233809472666
2018-11-14,Portugal,D,MQL,Unknown,2,2,0,0,12:54:17,181.7333333333333333,4.2666666666666667,1.5666666666666667,0.00000000000000000000,,64,0,0.02062077113092041671
2018-11-14,Portugal,D,MQL,PT,1,1,0,0,04:21:13,181.7333333333333333,4.2666666666666667,1.5666666666666667,0.00000000000000000000,,60,0,0.04832993233809472666
2018-11-14,Portugal,D,MQL,Unknown,2,2,0,0,12:54:17,80.1666666666666667,1.0666666666666667,0.56666666666666666667,0.00000000000000000000,,64,0,0.02062077113092041671
2018-11-14,Portugal,D,MQL,PT,1,1,0,0,04:21:13,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.00000000000000000000,,60,0,0.04832993233809472666
2018-11-14,Portugal,D,MQL,Unknown,2,2,0,0,12:54:17,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.00000000000000000000,,64,0,0.02062077113092041671
2018-11-14,Portugal,D,MQL,Unknown,2,2,0,0,12:54:17,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.00000000000000000000,,64,0,0.02062077113092041671
2018-11-14,Portugal,D,MQL,PT,1,1,0,0,04:21:13,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.00000000000000000000,,60,0,0.04832993233809472666
2018-11-15,Brasil,A,MQL,BR,14,14,3,1,23:31:50,30.0666666666666667,5.2333333333333333,2.7000000000000000,0.21428571428571428571,0.33333333333333333333,984,436,0.56341253936444317174
2018-11-15,Brasil,A,MQL,Unknown,1,1,0,0,05:33:13,1.9666666666666667,0.36666666666666666667,0.10000000000000000000,0.00000000000000000000,,80,24,0.08588605782994560545
2018-11-15,Brasil,A,MQL,Unknown,1,1,0,0,05:33:13,68.1666666666666667,21.2000000000000000,7.8000000000000000,0.00000000000000000000,,80,24,0.08588605782994560545
2018-11-15,Brasil,A,MQL,BR,14,14,3,1,23:31:50,68.1666666666666667,21.2000000000000000,7.8000000000000000,0.21428571428571428571,0.33333333333333333333,984,436,0.56341253936444317174
2018-11-15,Brasil,A,MQL,BR,14,14,3,1,23:31:50,1.9666666666666667,0.36666666666666666667,0.10000000000000000000,0.21428571428571428571,0.33333333333333333333,984,436,0.56341253936444317174
2018-11-15,Brasil,A,MQL,Unknown,1,1,0,0,05:33:13,30.0666666666666667,5.2333333333333333,2.7000000000000000,0.00000000000000000000,,80,24,0.08588605782994560545
2018-11-15,Brasil,A,MQL,BR,14,14,3,1,23:31:50,16.2333333333333333,0.66666666666666666667,0.26666666666666666667,0.21428571428571428571,0.33333333333333333333,984,436,0.56341253936444317174
2018-11-15,Brasil,A,MQL,Unknown,1,1,0,0,05:33:13,16.2333333333333333,0.66666666666666666667,0.26666666666666666667,0.00000000000000000000,,80,24,0.08588605782994560545
2018-11-15,Brasil,B,MQL,MZ,1,1,1,1,04:40:22,2.6000000000000000,0.43333333333333333333,0.13333333333333333333,1.00000000000000000000,1.00000000000000000000,4,4,0.02577319587628865979
2018-11-15,Brasil,B,MQL,CL,1,1,0,0,14:02:36,21.6333333333333333,0.80000000000000000000,0.30000000000000000000,0.00000000000000000000,,8,4,0.02577319587628865979
2018-11-15,Brasil,B,MQL,BR,19,19,7,2,18:44:55,2.6000000000000000,0.43333333333333333333,0.13333333333333333333,0.36842105263157894737,0.28571428571428571429,1940,748,0.83333333333333333333
2018-11-15,Brasil,B,MQL,CL,1,1,0,0,14:02:36,90.8666666666666667,25.4333333333333333,9.3666666666666667,0.00000000000000000000,,8,4,0.02577319587628865979
2018-11-15,Brasil,B,MQL,CL,1,1,0,0,14:02:36,40.1000000000000000,6.2666666666666667,3.2333333333333333,0.00000000000000000000,,8,4,0.02577319587628865979
2018-11-15,Brasil,B,MQL,CL,1,1,0,0,14:02:36,2.6000000000000000,0.43333333333333333333,0.13333333333333333333,0.00000000000000000000,,8,4,0.02577319587628865979
2018-11-15,Brasil,B,MQL,MZ,1,1,1,1,04:40:22,40.1000000000000000,6.2666666666666667,3.2333333333333333,1.00000000000000000000,1.00000000000000000000,4,4,0.02577319587628865979
2018-11-15,Brasil,B,MQL,MZ,1,1,1,1,04:40:22,90.8666666666666667,25.4333333333333333,9.3666666666666667,1.00000000000000000000,1.00000000000000000000,4,4,0.02577319587628865979
2018-11-15,Brasil,B,MQL,BR,19,19,7,2,18:44:55,21.6333333333333333,0.80000000000000000000,0.30000000000000000000,0.36842105263157894737,0.28571428571428571429,1940,748,0.83333333333333333333
2018-11-15,Brasil,B,MQL,BR,19,19,7,2,18:44:55,90.8666666666666667,25.4333333333333333,9.3666666666666667,0.36842105263157894737,0.28571428571428571429,1940,748,0.83333333333333333333
2018-11-15,Brasil,B,MQL,BR,19,19,7,2,18:44:55,40.1000000000000000,6.2666666666666667,3.2333333333333333,0.36842105263157894737,0.28571428571428571429,1940,748,0.83333333333333333333
2018-11-15,Brasil,B,MQL,MZ,1,1,1,1,04:40:22,21.6333333333333333,0.80000000000000000000,0.30000000000000000000,1.00000000000000000000,1.00000000000000000000,4,4,0.02577319587628865979
2018-11-15,Brasil,C,MQL,BR,15,15,8,2,21:36:08,27.0333333333333333,1.0666666666666667,0.40000000000000000000,0.53333333333333333333,0.25000000000000000000,1356,620,0.46597938144329896907
2018-11-15,Brasil,C,MQL,Unknown,1,1,1,1,21:17:18,113.6000000000000000,33.9333333333333333,12.5000000000000000,1.00000000000000000000,1.00000000000000000000,72,24,0.03711340206185567010
2018-11-15,Brasil,C,MQL,Unknown,1,1,1,1,21:17:18,3.2666666666666667,0.60000000000000000000,0.16666666666666666667,1.00000000000000000000,1.00000000000000000000,72,24,0.03711340206185567010
2018-11-15,Brasil,C,MQL,BR,15,15,8,2,21:36:08,3.2666666666666667,0.60000000000000000000,0.16666666666666666667,0.53333333333333333333,0.25000000000000000000,1356,620,0.46597938144329896907
2018-11-15,Brasil,C,MQL,BR,15,15,8,2,21:36:08,113.6000000000000000,33.9333333333333333,12.5000000000000000,0.53333333333333333333,0.25000000000000000000,1356,620,0.46597938144329896907
2018-11-15,Brasil,C,MQL,Unknown,1,1,1,1,21:17:18,27.0333333333333333,1.0666666666666667,0.40000000000000000000,1.00000000000000000000,1.00000000000000000000,72,24,0.03711340206185567010
2018-11-15,Brasil,C,MQL,BR,15,15,8,2,21:36:08,50.1000000000000000,8.3333333333333333,4.3000000000000000,0.53333333333333333333,0.25000000000000000000,1356,620,0.46597938144329896907
2018-11-15,Brasil,C,MQL,Unknown,1,1,1,1,21:17:18,50.1000000000000000,8.3333333333333333,4.3000000000000000,1.00000000000000000000,1.00000000000000000000,72,24,0.03711340206185567010
2018-11-15,Brasil,D,MQL,US,1,1,0,0,11:09:50,80.1666666666666667,1.0666666666666667,0.56666666666666666667,0.00000000000000000000,,20,0,0.01610997744603157555
2018-11-15,Brasil,D,MQL,AR,1,1,0,0,08:23:58,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-15,Brasil,D,MQL,AR,1,1,0,0,08:23:58,80.1666666666666667,1.0666666666666667,0.56666666666666666667,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-15,Brasil,D,MQL,BR,87,87,0,0,23:16:48,181.7333333333333333,4.2666666666666667,1.5666666666666667,0.00000000000000000000,,6024,8,1.2939533884652561
2018-11-15,Brasil,D,MQL,MX,1,1,0,0,21:38:22,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.00000000000000000000,,20,4,0.01288798195682526044
2018-11-15,Brasil,D,MQL,MX,1,1,0,0,21:38:22,80.1666666666666667,1.0666666666666667,0.56666666666666666667,0.00000000000000000000,,20,4,0.01288798195682526044
2018-11-15,Brasil,D,MQL,MX,1,1,0,0,21:38:22,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.00000000000000000000,,20,4,0.01288798195682526044
2018-11-15,Brasil,D,MQL,BR,87,87,0,0,23:16:48,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.00000000000000000000,,6024,8,1.2939533884652561
2018-11-15,Brasil,D,MQL,BR,87,87,0,0,23:16:48,80.1666666666666667,1.0666666666666667,0.56666666666666666667,0.00000000000000000000,,6024,8,1.2939533884652561
2018-11-15,Brasil,D,MQL,AR,1,1,0,0,08:23:58,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-15,Brasil,D,MQL,PT,2,2,0,0,19:41:16,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.00000000000000000000,,36,0,0.02319836752228546880
2018-11-15,Brasil,D,MQL,PT,2,2,0,0,19:41:16,80.1666666666666667,1.0666666666666667,0.56666666666666666667,0.00000000000000000000,,36,0,0.02319836752228546880
2018-11-15,Brasil,D,MQL,PT,2,2,0,0,19:41:16,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.00000000000000000000,,36,0,0.02319836752228546880
2018-11-15,Brasil,D,MQL,PT,2,2,0,0,19:41:16,181.7333333333333333,4.2666666666666667,1.5666666666666667,0.00000000000000000000,,36,0,0.02319836752228546880
2018-11-15,Brasil,D,MQL,BR,87,87,0,0,23:16:48,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.00000000000000000000,,6024,8,1.2939533884652561
2018-11-15,Brasil,D,MQL,MX,1,1,0,0,21:38:22,181.7333333333333333,4.2666666666666667,1.5666666666666667,0.00000000000000000000,,20,4,0.01288798195682526044
2018-11-15,Brasil,D,MQL,US,1,1,0,0,11:09:50,5.2000000000000000,0.10000000000000000000,0.03333333333333333333,0.00000000000000000000,,20,0,0.01610997744603157555
2018-11-15,Brasil,D,MQL,AR,1,1,0,0,08:23:58,181.7333333333333333,4.2666666666666667,1.5666666666666667,0.00000000000000000000,,4,0,0.01288798195682526044
2018-11-15,Brasil,D,MQL,US,1,1,0,0,11:09:50,181.7333333333333333,4.2666666666666667,1.5666666666666667,0.00000000000000000000,,20,0,0.01610997744603157555
2018-11-15,Brasil,D,MQL,US,1,1,0,0,11:09:50,43.2666666666666667,0.13333333333333333333,0.06666666666666666667,0.00000000000000000000,,20,0,0.01610997744603157555
2018-11-15,Latam,A,MQL,VE,1,1,0,0,12:28:23,16.2333333333333333,0.66666666666666666667,0.26666666666666666667,0.00000000000000000000,,12,4,0.03435442313197824218
2018-11-15,Latam,A,MQL,MX,4,4,0,0,12:48:20,68.1666666666666667,21.2000000000000000,7.8000000000000000,0.00000000000000000000,,156,28,0.16747781276839393062
2018-11-15,Latam,A,MQL,MX,4,4,0,0,12:48:20,30.0666666666666667,5.2333333333333333,2.7000000000000000,0.00000000000000000000,,156,28,0.16747781276839393062
2018-11-15,Latam,A,MQL,MX,4,4,0,0,12:48:20,16.2333333333333333,0.66666666666666666667,0.26666666666666666667,0.00000000000000000000,,156,28,0.16747781276839393062
2018-11-15,Latam,A,MQL,MX,4,4,0,0,12:48:20,1.9666666666666667,0.36666666666666666667,0.10000000000000000000,0.00000000000000000000,,156,28,0.16747781276839393062
2018-11-15,Latam,A,MQL,PE,1,1,0,0,12:31:12,1.9666666666666667,0.36666666666666666667,0.10000000000000000000,0.00000000000000000000,,12,0,0.03435442313197824218
2018-11-15,Latam,A,MQL,PE,1,1,0,0,12:31:12,30.0666666666666667,5.2333333333333333,2.7000000000000000,0.00000000000000000000,,12,0,0.03435442313197824218
2018-11-15,Latam,A,MQL,PE,1,1,0,0,12:31:12,68.1666666666666667,21.2000000000000000,7.8000000000000000,0.00000000000000000000,,12,0,0.03435442313197824218
2018-11-15,Latam,A,MQL,PE,1,1,0,0,12:31:12,16.2333333333333333,0.66666666666666666667,0.26666666666666666667,0.00000000000000000000,,12,0,0.03435442313197824218
2018-11-15,Latam,A,MQL,Unknown,3,3,0,0,14:08:47,30.0666666666666667,5.2333333333333333,2.7000000000000000,0.00000000000000000000,,152,0,0.16318350987689665035
2018-11-15,Latam,A,MQL,Unknown,3,3,0,0,14:08:47,68.1666666666666667,21.2000000000000000,7.8000000000000000,0.00000000000000000000,,152,0,0.16318350987689665035
2018-11-15,Latam,A,MQL,Unknown,3,3,0,0,14:08:47,1.9666666666666667,0.36666666666666666667,0.10000000000000000000,0.00000000000000000000,,152,0,0.16318350987689665035
